TransactionID,TransactionTime,Amount,CustomerID,Location,V1,V2,V3,Class
TRANS00282,2024-09-12 16:20:31,4717.44,CUST9843,CA,1.354,-1.812,-1.586,0
TRANS00283,2024-09-01 19:00:55,766.78,CUST5087,MA,-0.88,0.736,-1.188,0
TRANS00284,2024-09-08 01:06:24,1018.29,CUST6645,NV,-0.406,-1.459,0.202,0
TRANS00285,2024-09-14 03:14:38,1422.33,CUST5988,TX,-1.567,0.172,-1.492,0
TRANS00286,2024-09-05 09:59:02,2322.69,CUST8196,CA,1.256,-0.038,-1.315,0
TRANS00287,2024-09-15 04:07:15,3974.77,CUST6057,WA,0.807,1.469,-0.242,0
TRANS00288,2024-09-13 17:16:43,1776.51,CUST7926,AZ,-0.765,-1.852,0.06,0
TRANS00289,2024-09-12 00:46:43,312.04,CUST4369,NV,1.954,0.332,-1.716,0
TRANS00290,2024-08-30 21:32:41,146.07,CUST3589,TX,-0.886,-0.063,1.242,0
TRANS00291,2024-09-13 20:37:20,350.91,CUST5144,AZ,0.485,-0.103,0.344,0
TRANS00292,2024-09-07 18:59:25,900.32,CUST2220,WA,-0.477,-0.594,1.691,0
TRANS00293,2024-09-12 17:23:57,169.15,CUST1614,WA,-1.668,-0.562,-1.353,0
TRANS00294,2024-09-13 20:20:42,1312.65,CUST0234,FL,-0.63,0.501,-1.496,0
TRANS00295,2024-09-22 19:22:45,4473.72,CUST2441,WA,-0.483,1.782,1.158,0
TRANS00296,2024-09-10 06:36:43,4610.43,CUST7843,IL,0.357,1.871,-1.314,0
TRANS00297,2024-09-02 04:09:17,4428.3,CUST3995,NV,1.313,0.838,1.338,0
TRANS00298,2024-09-14 17:25:18,2196.1,CUST4868,AZ,1.615,-1.172,1.224,0
TRANS00299,2024-09-26 11:28:46,318.26,CUST4331,FL,1.61,1.891,-0.305,0
TRANS00300,2024-09-17 20:36:35,2955.2,CUST6872,MA,0.325,1.546,1.019,0
TRANS00301,2024-09-21 17:47:34,4634.07,CUST0411,NY,0.957,-1.217,-1.058,0
TRANS00302,2024-09-13 00:23:11,4315.2,CUST8728,NJ,-1.118,0.974,0.195,0
TRANS00303,2024-09-08 00:26:39,4114.78,CUST2568,MA,-1.974,-0.052,-1.752,0
TRANS00304,2024-09-12 05:11:21,3749.49,CUST1874,FL,1.244,-0.771,0.659,0
TRANS00305,2024-09-03 02:43:15,4319.49,CUST6627,IL,-0.289,0.557,1.598,0
TRANS00306,2024-09-13 05:06:35,4967.35,CUST7045,MA,1.364,0.343,-0.16,0
TRANS00307,2024-08-31 02:43:16,3218.33,CUST4649,FL,1.117,-0.868,-0.362,1
TRANS00308,2024-09-06 21:34:27,3749.2,CUST3456,FL,0.823,0.582,-1.975,0
TRANS00309,2024-09-27 20:34:28,3546.13,CUST2052,FL,1.207,-1.093,1.722,0
TRANS00310,2024-09-23 05:16:10,1650.37,CUST5712,NY,1.778,0.991,-0.727,0
TRANS00311,2024-09-16 17:56:44,3040.51,CUST0114,TX,-0.722,-1.408,1.085,0
TRANS00312,2024-09-28 01:51:19,933.52,CUST8441,TX,0.169,1.389,-1.342,0
TRANS00313,2024-09-08 12:30:59,138.38,CUST0986,NV,1.809,-0.61,-1.002,0
TRANS00314,2024-09-04 04:41:20,2294.96,CUST2121,TX,1.34,0.747,1.451,0
TRANS00315,2024-09-23 18:57:37,3906.69,CUST7785,FL,1.499,1.547,1.984,0
TRANS00316,2024-09-21 19:50:44,2239.07,CUST5562,IL,0.927,0.217,0.507,0
TRANS00317,2024-09-12 22:29:20,3381.77,CUST6647,NJ,0.793,0.143,1.372,0
TRANS00318,2024-09-01 08:59:33,3233.42,CUST5729,NY,-1.963,-1.681,-0.376,0
TRANS00319,2024-09-20 20:45:29,985.11,CUST2563,AZ,-0.14,-1.71,-0.287,0
TRANS00320,2024-09-17 15:26:59,4474.61,CUST5519,MA,1.75,-0.064,1.822,0
TRANS00321,2024-08-31 21:36:56,1895.42,CUST6029,MA,1.558,0.62,-1.704,0
TRANS00322,2024-08-31 15:19:35,3629.24,CUST5681,FL,1.068,1.064,-1.194,0
TRANS00323,2024-09-17 05:09:15,126.05,CUST4779,NV,0.746,-1.996,-1.048,0
TRANS00324,2024-09-11 12:23:57,3838.59,CUST6234,TX,-1.957,0.486,-1.928,0
TRANS00325,2024-09-17 16:45:35,1762.68,CUST3245,WA,0.407,-0.89,1.777,0
TRANS00326,2024-09-13 01:16:46,1546.91,CUST1683,TX,-1.088,0.498,1.77,0
TRANS00327,2024-09-22 12:09:27,3440.28,CUST0445,TX,-0.668,1.136,-0.536,0
TRANS00328,2024-09-18 21:48:45,3028.75,CUST3540,IL,-0.685,0.613,1.463,0
TRANS00329,2024-09-02 13:30:35,4263.94,CUST1514,MA,-1.91,-1.218,0.774,0
TRANS00330,2024-09-18 07:19:23,1080.95,CUST4580,MA,-0.878,-0.63,-0.716,0
TRANS00331,2024-09-27 14:55:05,1279.49,CUST6587,TX,-0.721,-1.547,1.854,0
TRANS00332,2024-09-21 10:08:09,2610.14,CUST1105,IL,1.777,0.218,0.561,0
TRANS00333,2024-09-18 14:35:44,1943.82,CUST3651,IL,-0.025,0.023,0.077,0
TRANS00334,2024-09-23 05:45:49,4272.26,CUST0638,AZ,-1.039,-0.05,1.138,0
TRANS00335,2024-09-04 09:19:40,656.26,CUST4906,MA,-1.718,1.431,0.75,0
TRANS00336,2024-08-31 19:54:52,226.02,CUST4273,IL,-0.276,-0.406,-1.866,0
TRANS00337,2024-09-27 05:23:51,3869.88,CUST2601,WA,0.559,1.854,1.376,0
TRANS00338,2024-09-23 19:11:33,1315.52,CUST9592,NV,-1.219,0.065,-1.82,0
TRANS00339,2024-09-07 02:17:41,3282.96,CUST2647,AZ,0.982,1.162,0.615,0
TRANS00340,2024-09-23 15:44:02,621.8,CUST6597,CA,1.993,0.872,0.958,0
TRANS00341,2024-09-06 09:36:28,1414.03,CUST4023,FL,0.928,1.075,-1.97,0
TRANS00342,2024-09-22 08:19:52,3143.82,CUST4870,CA,1.696,-1.117,-1.706,0
TRANS00343,2024-09-25 20:08:26,3844.53,CUST7948,NY,-0.546,1.507,0.973,0
TRANS00344,2024-09-23 04:37:52,298.14,CUST4039,AZ,0.823,-1.869,1.787,0
TRANS00345,2024-09-05 03:16:54,4059.82,CUST4177,CA,-0.709,0.816,-0.802,0
TRANS00346,2024-09-14 00:13:25,970.17,CUST5919,NY,0.485,1.143,0.148,1
TRANS00347,2024-09-01 15:39:58,3698.36,CUST3175,TX,0.806,-0.394,-0.566,0
TRANS00348,2024-08-29 17:23:56,3062.44,CUST3480,FL,0.063,-1.052,-0.47,0
TRANS00349,2024-08-30 04:33:27,1717.16,CUST0349,NV,-1.308,-0.617,0.413,0
TRANS00350,2024-09-15 11:33:03,2707.18,CUST8733,WA,-1.684,1.085,-1.715,0
TRANS00351,2024-09-25 08:41:35,3401.42,CUST2351,MA,1.438,-1.469,-0.027,0
TRANS00352,2024-09-13 23:05:44,3380.37,CUST1972,WA,0.935,1.497,1.369,0
TRANS00353,2024-09-08 00:34:08,4260.68,CUST5944,TX,-1.81,0.379,-1.709,0
TRANS00354,2024-09-12 08:59:13,1935.5,CUST1964,WA,1.949,-0.731,-0.638,0
TRANS00355,2024-09-02 16:30:23,2732.0,CUST4801,AZ,0.846,-0.545,-1.494,0
TRANS00356,2024-09-13 07:47:08,2771.19,CUST3077,WA,1.496,1.339,1.799,0
TRANS00357,2024-09-10 17:34:34,450.53,CUST0725,NJ,-0.164,1.167,-1.19,0
TRANS00358,2024-09-16 12:25:02,1050.16,CUST9305,NJ,1.107,-1.49,-0.656,0
TRANS00359,2024-09-02 08:14:19,1817.25,CUST1791,MA,0.492,-1.148,1.613,0
TRANS00360,2024-09-05 11:08:35,1568.61,CUST9504,NV,1.472,1.221,0.962,0
TRANS00361,2024-09-04 11:44:51,1801.9,CUST4249,IL,-1.432,1.123,-0.314,0
TRANS00362,2024-09-15 12:14:06,3290.13,CUST6190,NY,-1.39,-0.284,0.492,0
TRANS00363,2024-09-16 08:48:25,3136.37,CUST9264,NJ,0.401,-1.875,1.089,0
TRANS00364,2024-09-17 22:50:26,2660.28,CUST4390,WA,0.627,0.409,1.556,1
TRANS00365,2024-09-08 19:20:08,3815.05,CUST8770,FL,-0.767,0.931,1.254,0
TRANS00366,2024-09-21 07:07:37,157.75,CUST6815,NJ,0.642,-0.326,-0.746,0
TRANS00367,2024-09-12 11:26:12,4113.32,CUST4510,WA,-0.473,-1.812,1.401,0
TRANS00368,2024-09-15 17:59:42,3289.94,CUST4919,TX,-0.063,1.055,1.118,0
TRANS00369,2024-09-20 18:09:02,872.83,CUST0002,AZ,0.417,-0.021,0.875,0
TRANS00370,2024-09-10 16:25:05,1979.8,CUST5556,FL,1.477,1.542,-0.925,0
TRANS00371,2024-09-07 18:41:37,479.08,CUST4104,AZ,1.318,-0.031,-0.157,0
TRANS00372,2024-09-09 14:55:30,3038.74,CUST8710,NV,-1.91,-0.369,-0.36,0
TRANS00373,2024-09-26 05:26:06,1076.5,CUST7614,TX,-1.92,0.122,-0.041,0
TRANS00374,2024-09-11 00:21:11,3557.44,CUST8537,AZ,-1.488,-1.806,1.028,0
TRANS00375,2024-09-12 13:43:12,70.59,CUST6095,FL,-0.719,0.952,0.388,0
TRANS00376,2024-09-26 01:39:01,1616.11,CUST8138,CA,-0.119,-1.903,0.387,0
TRANS00377,2024-09-13 22:16:19,2743.25,CUST8391,NJ,-0.999,-1.518,0.396,0
TRANS00378,2024-09-14 15:12:33,3427.17,CUST5778,CA,1.374,0.319,1.987,0
TRANS00379,2024-09-22 02:03:27,4864.72,CUST4075,MA,1.134,0.737,-1.628,0
TRANS00380,2024-09-24 23:39:04,669.25,CUST2009,CA,0.318,-0.8,-1.449,0
TRANS00381,2024-09-04 08:03:02,3532.16,CUST2783,TX,1.144,-1.047,-1.046,0
TRANS00382,2024-09-14 12:32:51,4819.04,CUST8001,NY,0.796,0.098,1.267,0
TRANS00383,2024-09-20 14:37:31,4021.53,CUST5112,WA,1.187,1.175,-0.437,0
TRANS00384,2024-09-21 19:19:04,3151.47,CUST1315,TX,1.274,-1.453,1.337,0
TRANS00385,2024-09-06 08:39:28,4697.04,CUST2009,NJ,1.347,1.086,1.53,0
TRANS00386,2024-09-10 04:50:59,16.21,CUST9184,NJ,1.979,0.151,-1.025,0
TRANS00387,2024-09-07 14:13:46,2158.56,CUST4047,AZ,-1.178,-1.904,0.814,0
TRANS00388,2024-09-05 05:40:21,743.06,CUST8936,CA,0.244,0.029,-1.891,0
TRANS00389,2024-09-03 19:30:56,2569.25,CUST4630,IL,1.763,1.559,0.267,0
TRANS00390,2024-09-07 04:29:33,375.7,CUST2935,MA,-1.883,0.595,0.292,0
TRANS00391,2024-09-02 00:19:17,4508.19,CUST9963,WA,-0.166,1.006,-0.37,0
TRANS00392,2024-09-28 10:11:58,2353.47,CUST8616,NJ,0.912,0.095,-0.991,0
TRANS00393,2024-09-26 01:59:17,4074.5,CUST9149,AZ,0.149,0.369,1.143,0
TRANS00394,2024-08-29 12:05:22,1994.16,CUST2653,IL,1.005,0.059,1.528,0
TRANS00395,2024-09-06 17:15:07,1674.96,CUST8030,NV,0.744,1.986,-1.562,0
TRANS00396,2024-09-07 03:39:52,1087.6,CUST4599,AZ,-1.923,-0.741,-1.089,0
TRANS00397,2024-08-30 06:25:24,1574.89,CUST2641,NV,0.294,1.836,-0.267,0
TRANS00398,2024-09-21 03:50:48,2969.88,CUST6183,NY,0.182,-1.262,1.275,0
TRANS00399,2024-08-29 11:26:33,4115.13,CUST0824,NV,1.161,0.421,-0.832,0
TRANS00400,2024-09-15 22:54:14,4506.03,CUST2478,NV,1.217,-1.143,1.8,1
TRANS00401,2024-09-21 14:52:54,3868.6,CUST1942,IL,-1.26,-0.053,-0.944,0
TRANS00402,2024-09-05 18:20:39,318.12,CUST5678,AZ,-1.727,0.694,-0.298,0
TRANS00403,2024-09-06 18:33:28,598.17,CUST1768,NJ,1.097,-1.407,-1.837,0
TRANS00404,2024-09-26 21:29:56,3237.68,CUST5675,MA,1.631,1.194,-0.418,0
TRANS00405,2024-09-16 14:01:01,1662.16,CUST2303,WA,0.054,-0.576,-1.009,0
TRANS00406,2024-09-16 00:08:42,710.23,CUST2789,TX,0.241,-0.886,-0.949,0
TRANS00407,2024-09-26 03:27:22,4660.57,CUST7943,MA,-0.517,-1.955,0.91,0
TRANS00408,2024-09-11 02:31:21,4373.56,CUST7410,CA,-1.212,-1.679,0.92,0
TRANS00409,2024-09-21 00:26:03,4229.12,CUST3076,WA,-1.318,-0.192,1.011,0
TRANS00410,2024-09-17 18:04:11,2173.93,CUST8525,MA,0.698,0.123,0.422,0
TRANS00411,2024-09-06 06:06:48,3588.57,CUST5214,FL,1.455,-0.362,-0.283,0
TRANS00412,2024-09-18 22:48:47,3452.15,CUST5861,CA,-1.571,-0.094,0.669,0
TRANS00413,2024-09-06 06:41:26,4359.36,CUST6355,CA,-1.839,0.651,1.091,0
TRANS00414,2024-09-26 10:24:42,1029.84,CUST6106,NY,-0.206,-0.541,1.554,0
TRANS00415,2024-09-02 22:35:59,4841.61,CUST4423,TX,1.945,-0.272,-0.244,0
TRANS00416,2024-09-25 10:31:52,2111.85,CUST5670,IL,1.13,-1.229,0.808,0
TRANS00417,2024-09-25 21:40:21,2882.59,CUST3841,MA,1.294,0.263,-1.834,0
TRANS00418,2024-09-01 01:23:27,3177.18,CUST3348,AZ,0.997,-1.943,0.897,0
TRANS00419,2024-09-22 00:16:23,3859.46,CUST8512,CA,1.889,1.723,0.73,0
TRANS00420,2024-08-30 06:56:53,1193.12,CUST9330,AZ,1.883,1.767,-0.386,0
TRANS00421,2024-09-21 09:19:53,209.76,CUST3759,NJ,-1.778,-1.083,1.6,0
TRANS00422,2024-09-10 01:23:57,2561.56,CUST8660,MA,0.275,-0.602,-0.125,0
TRANS00423,2024-08-31 11:21:35,2535.38,CUST0805,FL,-1.524,0.657,-0.673,0
TRANS00424,2024-09-04 00:27:14,4060.2,CUST7313,NJ,-1.551,0.212,0.528,0
TRANS00425,2024-09-11 10:23:03,1765.28,CUST5768,NJ,1.849,0.328,0.564,0
TRANS00426,2024-09-10 05:05:46,4653.23,CUST3490,AZ,1.072,-0.668,-0.392,0
TRANS00427,2024-09-17 06:48:03,1148.3,CUST5412,AZ,-1.5,-1.879,-1.676,0
TRANS00428,2024-09-02 02:03:40,983.8,CUST1760,TX,1.44,0.958,0.461,0
TRANS00429,2024-09-01 19:25:14,2107.73,CUST9739,NY,1.02,-0.98,1.06,0
TRANS00430,2024-09-19 07:33:32,719.03,CUST6473,AZ,0.483,-1.318,1.94,0
TRANS00431,2024-09-17 15:05:21,2867.23,CUST8434,NY,0.413,-1.224,0.766,0
TRANS00432,2024-08-31 08:32:13,3918.7,CUST9675,IL,1.451,-1.284,0.884,0
TRANS00433,2024-09-08 09:35:15,3316.12,CUST0031,NY,-0.268,-0.05,0.302,0
TRANS00434,2024-09-18 10:53:51,4143.51,CUST2113,WA,1.166,-0.496,1.534,0
TRANS00435,2024-09-20 00:39:09,733.49,CUST8253,MA,-0.206,-1.016,-1.739,0
TRANS00436,2024-09-23 18:26:24,2642.61,CUST7707,WA,-1.227,-1.066,-0.222,0
TRANS00437,2024-09-12 12:52:25,2690.84,CUST2485,TX,0.151,-0.026,-1.33,0
TRANS00438,2024-09-22 05:51:46,390.23,CUST9295,NY,0.269,0.825,-1.611,0
TRANS00439,2024-09-15 09:30:29,2803.8,CUST2523,AZ,-1.562,0.298,0.15,0
TRANS00440,2024-09-06 23:55:08,4710.09,CUST9659,MA,1.627,1.544,1.526,0
TRANS00441,2024-08-29 17:29:50,3483.11,CUST5269,MA,-0.304,0.003,-1.303,0
TRANS00442,2024-09-04 02:45:10,2779.96,CUST8328,NV,-1.661,0.845,1.583,0
TRANS00443,2024-08-31 12:19:12,233.64,CUST0411,NV,-1.509,-0.066,1.524,0
TRANS00444,2024-09-17 15:47:58,4563.51,CUST7566,FL,0.57,-0.343,-0.405,0
TRANS00445,2024-09-27 20:33:25,3787.06,CUST1746,IL,-0.923,1.315,0.229,0
TRANS00446,2024-09-12 15:29:49,1381.93,CUST9317,CA,1.242,-0.92,1.891,0
TRANS00447,2024-09-09 10:49:05,833.92,CUST2285,TX,1.135,-0.815,-0.848,0
TRANS00448,2024-09-21 15:50:03,759.93,CUST0065,NV,-1.07,0.295,0.23,0
TRANS00449,2024-09-09 10:07:11,1976.59,CUST2683,TX,0.954,0.081,1.612,0
TRANS00450,2024-09-11 17:01:59,4769.06,CUST0416,WA,0.358,-0.613,-0.892,0
TRANS00451,2024-09-28 04:42:22,4208.04,CUST8920,TX,1.805,-0.85,-1.585,0
TRANS00452,2024-09-04 16:02:36,3948.12,CUST2758,AZ,-1.468,-0.754,-0.041,0
TRANS00453,2024-09-14 11:45:34,3843.0,CUST1011,NJ,-0.185,1.807,1.865,0
TRANS00454,2024-09-23 21:52:20,1432.86,CUST7939,NV,1.269,0.949,-1.053,0
TRANS00455,2024-09-16 03:49:00,1190.84,CUST0245,NV,-1.352,0.959,-1.265,0
TRANS00456,2024-08-30 11:48:15,2905.95,CUST2809,NV,-0.957,0.45,-0.52,0
TRANS00457,2024-09-02 23:48:06,4815.34,CUST4487,MA,1.84,-1.622,0.765,0
TRANS00458,2024-09-10 03:20:14,3118.59,CUST0150,AZ,-0.534,0.373,0.951,0
TRANS00459,2024-09-15 17:40:32,4206.95,CUST2038,NV,0.179,-1.488,0.763,0
TRANS00460,2024-09-21 14:38:47,2070.51,CUST3863,MA,0.157,-1.62,1.378,1
TRANS00461,2024-09-12 06:35:54,3124.81,CUST5032,AZ,-1.112,-0.349,0.491,0
TRANS00462,2024-09-13 00:34:10,1243.26,CUST1526,MA,1.904,-0.609,-1.092,0
TRANS00463,2024-09-08 21:58:45,2499.95,CUST0710,NV,0.444,1.678,0.386,0
TRANS00464,2024-09-19 12:01:09,4229.47,CUST3587,AZ,-1.118,0.663,0.656,0
TRANS00465,2024-09-05 07:10:49,4250.58,CUST1588,FL,1.538,1.299,0.39,0
TRANS00466,2024-09-03 09:47:24,4995.33,CUST9440,CA,-0.974,1.364,0.071,0
TRANS00467,2024-09-24 15:38:15,1645.83,CUST0442,NY,-0.566,0.267,1.424,0
TRANS00468,2024-09-17 22:07:57,2280.81,CUST1774,NY,-0.29,-0.279,0.219,0
TRANS00469,2024-09-04 20:45:53,3514.2,CUST7308,CA,0.172,0.738,-0.049,0
TRANS00470,2024-08-30 00:20:19,3020.41,CUST8699,CA,1.568,-1.932,-0.124,0
TRANS00471,2024-09-16 08:18:26,4767.59,CUST7201,NJ,1.336,1.477,-0.394,0
TRANS00472,2024-09-15 22:48:45,303.45,CUST6047,FL,-1.152,0.494,-0.537,0
TRANS00473,2024-09-13 18:25:22,1246.83,CUST2762,IL,-0.355,0.652,-0.146,0
TRANS00474,2024-09-26 04:30:39,1138.79,CUST5980,WA,0.54,-1.443,0.174,0
TRANS00475,2024-08-30 21:53:26,1398.83,CUST5272,FL,0.934,0.046,-1.14,0
TRANS00476,2024-09-16 04:07:48,4689.74,CUST8771,AZ,-0.742,-1.524,-1.24,0
TRANS00477,2024-08-29 22:31:24,3479.76,CUST6629,AZ,-1.116,-1.148,1.106,0
TRANS00478,2024-09-12 16:07:01,2724.45,CUST4744,IL,-1.494,0.478,0.935,0
TRANS00479,2024-09-11 00:32:22,1198.38,CUST8097,NJ,-0.608,0.099,-1.412,0
TRANS00480,2024-09-25 13:22:05,3966.19,CUST1338,FL,-0.762,1.932,-0.274,0
TRANS00481,2024-09-01 03:03:20,1357.29,CUST0372,NJ,1.708,0.436,1.523,0
TRANS00482,2024-09-21 07:40:11,1905.47,CUST4735,MA,-1.943,-0.147,-0.543,0
TRANS00483,2024-09-07 06:13:58,659.16,CUST1853,TX,-0.476,0.24,1.668,0
TRANS00484,2024-09-06 00:27:44,1500.56,CUST9189,AZ,-1.372,1.016,1.409,0
TRANS00485,2024-08-31 21:31:58,1117.3,CUST2976,TX,-1.581,1.225,1.797,0
TRANS00486,2024-09-01 03:37:46,3150.16,CUST2327,MA,-1.237,1.78,-1.539,0
TRANS00487,2024-09-06 02:41:24,3092.84,CUST5324,TX,0.62,0.172,-0.594,0
TRANS00488,2024-09-24 19:15:38,3785.79,CUST0827,NJ,-1.814,-0.098,1.373,0
TRANS00489,2024-09-04 19:15:49,3559.59,CUST4504,NJ,0.897,-1.34,1.923,0
TRANS00490,2024-09-03 09:38:18,2546.59,CUST3951,NV,-0.743,1.867,0.318,0
TRANS00491,2024-08-30 14:39:38,4685.7,CUST2313,TX,-0.026,-0.596,0.866,1
TRANS00492,2024-09-10 19:20:42,4651.3,CUST5831,IL,1.998,0.614,-1.083,0
TRANS00493,2024-08-30 01:25:48,3525.61,CUST2048,CA,-1.682,-0.196,0.268,0
TRANS00494,2024-09-11 14:13:20,16.81,CUST3794,AZ,-1.679,1.684,1.021,0
TRANS00495,2024-09-04 01:07:21,1120.19,CUST2380,IL,-1.913,0.731,-0.558,0
TRANS00496,2024-09-27 03:24:12,2818.0,CUST4380,NJ,1.112,-1.891,1.433,0
TRANS00497,2024-09-10 16:18:14,4523.36,CUST6449,TX,-1.347,-0.643,0.159,0
TRANS00498,2024-09-26 16:55:05,2768.57,CUST5905,NJ,-1.475,-1.58,0.793,0
TRANS00499,2024-09-05 05:26:46,1446.7,CUST0153,CA,-1.456,0.922,0.122,0
TRANS00500,2024-09-08 20:44:59,3354.95,CUST4920,FL,-1.087,1.348,0.954,0
TRANS00501,2024-09-25 18:09:08,2198.19,CUST1411,WA,-1.336,-1.019,0.043,0
TRANS00502,2024-09-03 16:22:37,251.46,CUST6970,IL,-0.343,1.357,-1.601,0
TRANS00503,2024-09-16 10:05:02,4626.85,CUST5998,CA,1.405,-0.986,1.815,0
TRANS00504,2024-09-11 08:19:11,4170.06,CUST8466,TX,1.078,1.781,1.6,0
TRANS00505,2024-09-10 20:54:44,4118.86,CUST7756,MA,-1.443,-1.445,0.169,0
TRANS00506,2024-09-22 09:13:24,2879.79,CUST6630,NV,1.35,-1.025,-1.003,0
TRANS00507,2024-08-31 17:25:37,1408.51,CUST0014,NV,0.425,1.35,-0.524,0
TRANS00508,2024-09-19 07:20:38,1386.83,CUST8171,IL,-1.495,0.928,1.318,0
TRANS00509,2024-09-12 05:49:29,2401.41,CUST4725,AZ,0.569,0.666,0.134,0
TRANS00510,2024-09-17 17:19:46,3090.52,CUST7465,AZ,-0.826,1.891,-1.61,0
TRANS00511,2024-09-15 19:31:52,2398.61,CUST6738,TX,0.471,-1.29,-1.033,0
TRANS00512,2024-09-11 16:20:56,3448.53,CUST1270,NJ,-1.76,1.169,0.718,0
TRANS00513,2024-08-30 18:48:26,2776.0,CUST6393,NY,0.067,-1.786,-1.628,1
TRANS00514,2024-09-15 04:12:36,2623.64,CUST8021,FL,-1.717,0.798,-0.432,0
TRANS00515,2024-09-27 04:45:23,2792.9,CUST0482,MA,0.743,-1.046,-1.078,0
TRANS00516,2024-09-07 15:54:11,2993.62,CUST8615,AZ,-1.747,0.746,0.032,0
TRANS00517,2024-09-10 14:56:10,4980.71,CUST6366,MA,-0.791,0.714,1.214,1
TRANS00518,2024-09-07 16:52:54,318.94,CUST4183,CA,0.884,1.107,0.752,0
TRANS00519,2024-09-04 12:02:47,1710.03,CUST2771,AZ,1.337,-1.173,0.991,0
TRANS00520,2024-09-01 15:49:33,4476.69,CUST2586,TX,0.833,-1.69,1.588,0
TRANS00521,2024-09-12 13:38:10,1644.48,CUST4158,IL,-0.79,1.201,-1.345,0
TRANS00522,2024-09-07 17:52:54,279.08,CUST0535,NJ,-1.649,-0.39,-1.601,0
TRANS00523,2024-09-07 12:38:30,3181.03,CUST3120,NJ,0.166,-1.315,-1.174,0
TRANS00524,2024-09-13 11:19:47,3540.83,CUST7258,IL,-0.387,-1.004,1.081,0
TRANS00525,2024-09-07 08:15:46,2572.71,CUST6447,MA,0.566,0.203,-0.864,0
TRANS00526,2024-09-02 10:37:16,4695.41,CUST7165,AZ,0.197,-0.328,-0.349,0
TRANS00527,2024-09-13 20:04:50,356.75,CUST1477,WA,1.999,1.649,-1.091,0
TRANS00528,2024-09-07 04:43:34,1609.06,CUST0621,CA,0.972,-0.912,0.715,0
TRANS00529,2024-09-14 16:01:47,2095.57,CUST7799,TX,-1.883,-1.148,-0.306,0
TRANS00530,2024-08-31 21:14:40,11.69,CUST0941,TX,-1.152,1.224,-1.425,0
TRANS00531,2024-09-21 12:48:47,775.79,CUST8656,FL,-0.961,-0.555,-0.911,0
TRANS00532,2024-09-05 17:29:58,1319.44,CUST0949,FL,-1.917,-1.068,-0.31,0
TRANS00533,2024-09-17 12:59:06,144.64,CUST5519,NY,-0.7,0.398,1.31,0
TRANS00534,2024-09-03 18:21:19,672.47,CUST6018,NV,-1.46,0.469,-1.494,0
TRANS00535,2024-09-24 04:34:25,724.48,CUST5585,AZ,-0.119,-0.979,0.142,0
TRANS00536,2024-09-12 02:28:15,265.43,CUST4780,NJ,0.586,1.088,-0.733,0
TRANS00537,2024-09-24 11:31:56,2404.38,CUST2636,AZ,-0.196,-1.498,1.208,0
TRANS00538,2024-09-27 01:30:13,4098.01,CUST8697,WA,0.183,0.067,0.097,0
TRANS00539,2024-09-05 15:48:22,1638.88,CUST2766,IL,-0.474,0.918,1.887,0
TRANS00540,2024-09-25 18:13:00,2601.03,CUST3664,IL,1.043,0.874,0.57,0
TRANS00541,2024-09-20 08:24:43,2721.85,CUST3466,NY,-1.975,0.751,-1.66,0
TRANS00542,2024-09-27 12:35:12,4019.7,CUST8625,WA,-1.496,0.289,1.554,0
TRANS00543,2024-09-21 03:07:32,2727.49,CUST9417,WA,0.486,1.111,-1.987,0
TRANS00544,2024-08-31 13:20:06,4219.97,CUST8410,NJ,1.569,-0.27,-0.068,0
TRANS00545,2024-09-23 12:28:40,2048.84,CUST8714,IL,-0.987,0.46,0.078,0
TRANS00546,2024-09-10 22:37:21,1213.42,CUST5385,NV,1.644,-0.619,1.445,0
TRANS00547,2024-09-06 00:56:51,2717.53,CUST2495,NY,0.532,-0.301,-1.474,0
TRANS00548,2024-09-12 22:34:54,1330.3,CUST7570,IL,-0.908,0.703,0.994,0
TRANS00549,2024-09-03 19:07:36,3276.59,CUST5561,CA,-0.519,-0.278,0.961,0
TRANS00550,2024-09-12 00:38:24,4685.58,CUST1775,AZ,1.593,-1.744,0.416,0
TRANS00551,2024-09-21 22:46:44,1129.98,CUST0299,NY,0.458,-0.395,0.4,0
TRANS00552,2024-09-14 19:26:00,2224.2,CUST7841,WA,0.26,1.235,-0.143,0
TRANS00553,2024-09-15 13:43:30,684.08,CUST0059,MA,-0.523,1.367,0.119,0
TRANS00554,2024-09-07 05:30:47,2710.23,CUST6264,FL,1.8,0.614,-1.815,0
TRANS00555,2024-09-08 08:11:41,4558.37,CUST2253,NY,-1.551,0.893,-0.204,0
TRANS00556,2024-09-28 00:31:00,1797.65,CUST9476,FL,0.412,-0.791,-0.828,0
TRANS00557,2024-09-08 02:59:38,919.1,CUST4865,WA,0.601,0.456,-1.743,0
TRANS00558,2024-09-15 04:58:03,748.36,CUST3552,NY,0.302,-0.748,-0.744,0
TRANS00559,2024-09-19 19:09:32,103.41,CUST2406,TX,0.66,-1.354,-0.406,0
TRANS00560,2024-09-12 23:37:48,736.77,CUST8083,CA,-0.084,-0.303,-0.306,0
TRANS00561,2024-09-13 15:20:54,3366.9,CUST6935,FL,1.651,-0.621,0.071,0
TRANS00562,2024-09-21 03:14:59,1974.17,CUST2239,WA,-1.837,0.96,1.538,0
TRANS00563,2024-09-15 01:06:24,2219.27,CUST3987,IL,-1.745,-0.861,0.5,0
